time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2007-06-04T11:51:07.030Z,19.2181667,-155.4613333,9.423,4.1,md,38,104,,0.16,hv,hv5572052,2020-04-21T20:24:38.860Z,"2 km NE of P?hala, Hawaii",earthquake,0.45,0.55,,,reviewed,hv,hv
2007-05-24T19:33:09.820Z,19.3825,-155.2355,2.32,4.1,md,39,45,,0.13,hv,hv5569853,2020-04-21T20:24:37.475Z,"6 km S of Volcano, Hawaii",earthquake,0.31,0.41,,,reviewed,hv,hv
2006-06-01T08:36:47.880Z,21.7551667,-156.9923333,30.937,4.07,ml,11,253,,0.07,hv,hv5500297,2020-03-31T21:47:16.020Z,"66 km N of Kualapu‘u, Hawaii",earthquake,6.38,7.64,0.16,9,reviewed,hv,hv
2007-06-18T04:15:25.350Z,19.3835,-155.2415,-0.029,4,md,37,45,,0.12,hv,hv5575053,2020-04-21T20:24:39.727Z,"6 km S of Volcano, Hawaii",earthquake,0.25,0.3,,,reviewed,hv,hv
2006-03-01T18:57:13.680Z,19.4393333,-155.3178333,4.664,4,md,36,48,,0.11,hv,hv5486660,2020-04-21T20:24:25.356Z,"8 km W of Volcano, Hawaii",earthquake,0.3,0.63,,,reviewed,hv,hv
2007-10-26T04:57:58.720Z,19.3191667,-155.1186667,8.907,4,md,39,143,,0.11,hv,hv5597632,2020-04-21T20:24:43.146Z,"16 km S of Fern Forest, Hawaii",earthquake,0.51,0.34,,,reviewed,hv,hv
2006-10-17T15:26:44.840Z,20.0696667,-155.9963333,29.144,3.99,ml,43,138,,0.1,hv,hv5532927,2020-04-21T20:24:30.958Z,"20 km WNW of Puako, Hawaii",earthquake,0.69,1.42,0.01,2,reviewed,hv,hv
2006-08-29T06:09:58.470Z,21.6461667,-157.4743333,4.494,3.98,ml,14,243,,0.06,hv,hv5521425,2022-07-12T20:46:59.730Z,"36 km NE of Marine Corps Base Hawaii - MCBH, Hawaii",earthquake,1.88,2.8,0.08,7,reviewed,hv,hv
2008-02-20T04:14:47.710Z,19.3165,-155.2175,9.339,3.9,md,40,122,,0.13,hv,hv5613931,2020-04-21T20:24:46.085Z,"14 km S of Volcano, Hawaii",earthquake,0.51,0.4,,,reviewed,hv,hv
2007-05-24T20:51:36.870Z,19.3786667,-155.2396667,-0.208,3.9,md,34,48,,0.1,hv,hv5569891,2020-04-21T20:24:37.974Z,"7 km S of Volcano, Hawaii",earthquake,0.24,0.27,,,reviewed,hv,hv
2008-08-13T11:01:42.870Z,21.529,-158.5023333,19.738,3.87,ml,6,179,,0.07,hv,hv5648331,2020-04-21T20:24:47.899Z,"31 km WNW of M?kaha, Hawaii",earthquake,2.11,12.76,0.08,4,reviewed,hv,hv
2007-07-23T08:14:55.360Z,19.3151667,-155.8625,10.17,3.8,ml,38,156,,0.12,hv,hv5582275,2020-04-21T20:24:40.597Z,"15 km S of Honaunau-Napoopoo, Hawaii",earthquake,0.61,0.33,0.12,2,reviewed,hv,hv
2007-08-16T13:02:32.420Z,19.522,-155.244,26.443,3.8,md,40,60,,0.1,hv,hv5586205,2020-04-21T20:24:42.715Z,"8 km N of Volcano, Hawaii",earthquake,0.45,0.97,,,reviewed,hv,hv
2007-07-20T00:45:11.230Z,21.4805,-155.3786667,5.786,3.76,ml,40,331,,0.12,hv,hv5581726,2020-03-31T19:52:50.810Z,"102 km NE of Hana, Hawaii",earthquake,8.78,10.59,0.25,5,reviewed,hv,hv
2007-12-10T16:31:18.050Z,20.023,-156.3216667,25.955,3.75,ml,38,288,,0.11,hv,hv5604395,2020-04-21T20:24:44.051Z,"48 km NW of Kalaoa, Hawaii",earthquake,1.34,2.96,0.09,7,reviewed,hv,hv
2006-09-05T03:27:39.680Z,19.8406667,-155.9833333,41.636,3.7,md,41,225,,0.09,hv,hv5523088,2020-04-21T20:24:28.324Z,"12 km N of Kalaoa, Hawaii",earthquake,0.73,1.12,,,reviewed,hv,hv
2006-08-21T20:31:43.320Z,19.3303333,-155.1296667,8.037,3.7,md,40,120,,0.12,hv,hv5519052,2020-04-21T20:24:27.380Z,"14 km S of Fern Forest, Hawaii",earthquake,0.47,0.41,,,reviewed,hv,hv
2008-05-22T18:44:31.930Z,19.3646667,-155.2386667,0.372,3.7,md,37,54,0.02368,0.11,hv,hv5626888,2020-03-31T20:13:12.700Z,"8 km S of Volcano, Hawaii",earthquake,0.2,0.26,,,reviewed,hv,hv
2006-10-15T18:19:57.940Z,19.9263333,-155.92,34.839,3.67,ml,42,195,,0.1,hv,hv5532163,2020-04-21T20:24:29.677Z,"10 km WSW of Puako, Hawaii",earthquake,0.86,1.36,0.07,3,reviewed,hv,hv
2006-11-13T01:36:06.700Z,19.894,-155.8616667,34.967,3.65,ml,42,190,,0.09,hv,hv5538130,2020-04-21T20:24:32.755Z,"8 km SSW of Puako, Hawaii",earthquake,0.64,1.2,0.04,4,reviewed,hv,hv
2006-10-17T16:57:34.160Z,19.9626667,-156.0106667,43.404,3.65,ml,40,142,,0.1,hv,hv5532941,2020-04-21T20:24:31.388Z,"18 km W of Puako, Hawaii",earthquake,0.73,1.16,0.09,7,reviewed,hv,hv
2008-06-17T23:55:25.030Z,19.8581667,-156.0038333,41.446,3.61,ml,43,178,,0.12,hv,hv5631695,2020-04-21T20:24:46.997Z,"14 km N of Kalaoa, Hawaii",earthquake,0.75,1.25,0.15,6,reviewed,hv,hv
2007-11-30T04:37:25.350Z,19.6016667,-155.8656667,25.742,3.61,ml,39,165,,0.1,hv,hv5603041,2020-04-21T20:24:43.589Z,"8 km ESE of H?lualoa, Hawaii",earthquake,0.56,1.09,0.16,2,reviewed,hv,hv
2007-07-03T22:28:48.140Z,19.912,-155.1211667,43.863,3.6,ml,39,225,,0.12,hv,hv5578234,2020-04-21T20:24:40.157Z,"4 km N of Honomu, Hawaii",earthquake,0.89,1.24,0.11,3,reviewed,hv,hv
2008-05-23T08:26:19.840Z,19.3685,-155.2325,0.632,3.6,md,37,50,0.01689,0.13,hv,hv5627071,2020-04-21T20:24:46.574Z,"8 km S of Volcano, Hawaii",earthquake,0.26,0.32,,,reviewed,hv,hv
2007-01-31T03:33:48.470Z,19.3136667,-156.2993333,37.952,3.57,ml,40,272,,0.09,hv,hv5551774,2020-04-21T20:24:35.376Z,"44 km WSW of Captain Cook, Hawaii",earthquake,0.96,1.39,0.05,7,reviewed,hv,hv
2006-12-05T12:54:43.550Z,20.3193333,-156.3216667,14.088,3.52,ml,38,317,,0.13,hv,hv5541824,2020-03-31T19:25:08.030Z,"39 km SSE of M?kena, Hawaii",earthquake,5.86,13.24,0.17,10,reviewed,hv,hv
2006-01-08T23:13:18.990Z,19.5486667,-156.2221667,26.215,3.51,ml,37,290,,0.09,hv,hv5475083,2020-03-31T20:11:08.630Z,"25 km WSW of Kailua-Kona, Hawaii",earthquake,4.86,3.09,0.16,11,reviewed,hv,hv
2006-03-22T14:38:31.680Z,19.9573333,-155.7105,6.038,3.5,ml,32,284,,0.08,hv,hv5490209,2020-04-21T20:24:26.049Z,"8 km SSW of Waimea, Hawaii",earthquake,0.84,0.69,0.07,8,reviewed,hv,hv
2006-01-23T13:21:50.670Z,19.4211667,-155.3185,3.351,3.5,md,37,47,,0.13,hv,hv5477422,2020-03-31T20:02:48.930Z,"9 km WSW of Volcano, Hawaii",earthquake,0.36,0.8,,,reviewed,hv,hv
2007-02-01T04:20:27.620Z,20.039,-155.9628333,8.713,3.48,ml,39,235,,0.12,hv,hv5551869,2020-04-21T20:24:35.801Z,"15 km WNW of Puako, Hawaii",earthquake,1.29,0.57,0.21,8,reviewed,hv,hv
2006-02-15T06:10:18.610Z,21.7648333,-156.7253333,24.916,3.47,ml,38,341,,0.11,hv,hv5483457,2020-03-31T19:19:50.210Z,"73 km N of Waialua, Hawaii",earthquake,2.79,4.31,0.17,9,reviewed,hv,hv
2007-05-02T15:35:11.540Z,20.0163333,-155.3256667,6.308,3.46,ml,38,211,,0.12,hv,hv5566219,2020-04-21T20:24:36.643Z,"5 km ESE of Pa‘auilo, Hawaii",earthquake,0.66,0.63,0.18,6,reviewed,hv,hv
2006-10-16T01:11:03.700Z,19.8848333,-155.9323333,35.239,3.44,ml,40,191,,0.09,hv,hv5532357,2020-04-21T20:24:30.503Z,"13 km SW of Puako, Hawaii",earthquake,0.72,1.21,0.15,9,reviewed,hv,hv
2008-12-07T02:53:17.510Z,19.3073333,-155.22,8.652,3.43,ml,39,87,0.02633,0.1,hv,hv5682048,2020-03-31T21:23:43.360Z,"15 km S of Volcano, Hawaii",earthquake,0.45,0.38,0.06,4,reviewed,hv,hv
2006-11-25T15:49:22.980Z,20.229,-155.5661667,23.382,3.42,ml,29,251,,0.1,hv,hv5540279,2020-04-21T20:24:33.971Z,"11 km N of Kukuihaele, Hawaii",earthquake,0.9,2.06,0.18,9,reviewed,hv,hv
2008-03-14T12:22:19.890Z,19.427,-155.6173333,-1.182,3.4,md,37,65,0.026,0.13,hv,hv5618075,2020-03-31T20:56:51.570Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.26,0.41,,,reviewed,hv,hv
2006-06-16T17:17:32.490Z,19.39,-155.2428333,2.442,3.4,md,39,44,,0.12,hv,hv5503270,2020-03-31T21:29:27.550Z,"5 km S of Volcano, Hawaii",earthquake,0.28,0.34,,,reviewed,hv,hv
2006-10-31T04:24:31.090Z,19.9651667,-155.5915,9.922,3.4,ml,41,161,,0.1,hv,hv5535774,2020-04-21T20:24:31.837Z,"10 km SE of Waimea, Hawaii",earthquake,0.49,0.68,0.08,9,reviewed,hv,hv
2007-05-24T20:41:36.700Z,19.3765,-155.2378333,-0.818,3.4,md,34,48,,0.12,hv,hv5569887,2020-03-31T19:28:43.060Z,"7 km S of Volcano, Hawaii",earthquake,0.16,0.18,,,reviewed,hv,hv
2008-12-22T11:11:49.810Z,19.2226667,-156.3436667,33.81,3.39,ml,39,280,0.4502,0.11,hv,hv5686875,2020-04-21T20:24:50.116Z,"53 km SW of Captain Cook, Hawaii",earthquake,1.42,2.15,0.14,9,reviewed,hv,hv
2006-10-18T16:40:14.990Z,20.317,-156.6726667,28.835,3.39,ml,42,318,,0.12,hv,hv5533210,2020-03-31T21:35:13.090Z,"44 km SSW of M?kena, Hawaii",earthquake,1.37,2.25,0.18,10,reviewed,hv,hv
2006-09-01T06:38:43.140Z,20.0971667,-155.4026667,3.298,3.38,ml,40,222,,0.12,hv,hv5522128,2020-04-21T20:24:27.874Z,"7 km ENE of Honoka‘a, Hawaii",earthquake,0.9,0.6,0.13,9,reviewed,hv,hv
2007-04-15T19:55:08.830Z,19.955,-156.2036667,41.422,3.37,ml,40,272,,0.1,hv,hv5563497,2020-03-31T21:53:49.090Z,"34 km NW of Kalaoa, Hawaii",earthquake,1.05,1.23,0.12,7,reviewed,hv,hv
2006-02-16T21:35:30.470Z,19.741,-156.1011667,33.821,3.36,ml,35,287,,0.1,hv,hv5483924,2020-04-21T20:24:24.512Z,"12 km W of Kalaoa, Hawaii",earthquake,4.03,2.43,0.14,10,reviewed,hv,hv
2008-09-01T16:54:10.260Z,19.7268333,-156.0875,5.696,3.34,ml,40,277,0.2409,0.13,hv,hv5654557,2020-03-31T16:09:16.490Z,"11 km W of Kalaoa, Hawaii",earthquake,0.99,0.54,0.24,8,reviewed,hv,hv
2007-04-26T15:16:15.470Z,19.3563333,-155.0781667,8.642,3.34,ml,39,157,,0.11,hv,hv5565440,2020-04-21T20:24:36.206Z,"13 km SSE of Fern Forest, Hawaii",earthquake,0.51,0.34,0.08,2,reviewed,hv,hv
2006-10-26T23:23:16.260Z,20.1878333,-156.0436667,19.223,3.32,ml,36,293,,0.11,hv,hv5534936,2020-03-31T21:23:24.110Z,"22 km WSW of H?w?, Hawaii",earthquake,1.13,3.33,0.13,10,reviewed,hv,hv
2006-10-17T06:20:32.940Z,20.0983333,-156.189,33.614,3.31,ml,37,166,,0.1,hv,hv5532792,2020-03-31T21:35:05.570Z,"39 km WNW of Puako, Hawaii",earthquake,1.09,2.16,0.24,8,reviewed,hv,hv
2006-10-15T17:29:04.500Z,19.889,-155.909,38.12,3.3,ml,40,258,,0.08,hv,hv5532134,2020-04-21T20:24:29.255Z,"11 km SW of Puako, Hawaii",earthquake,0.87,1.25,0.18,9,reviewed,hv,hv
2006-09-25T08:51:32.850Z,19.407,-155.268,14.123,3.3,md,39,61,,0.1,hv,hv5527897,2020-03-31T19:20:06.760Z,"5 km SW of Volcano, Hawaii",earthquake,0.42,0.18,,,reviewed,hv,hv
2007-11-04T12:01:33.530Z,19.2931667,-155.2195,9.863,3.3,ml,38,109,,0.1,hv,hv5598852,2020-03-31T20:58:26.500Z,"16 km S of Volcano, Hawaii",earthquake,0.45,0.3,0.16,4,reviewed,hv,hv
2007-06-17T18:04:22.530Z,19.3633333,-155.1961667,1.93,3.3,md,36,65,,0.12,hv,hv5574625,2020-03-31T21:28:16.790Z,"9 km SSE of Volcano, Hawaii",earthquake,0.27,0.36,,,reviewed,hv,hv
2006-10-15T17:53:39.310Z,19.8696667,-155.968,37.249,3.29,ml,41,202,,0.1,hv,hv6000474,2020-03-31T21:32:55.870Z,"15 km N of Kalaoa, Hawaii",earthquake,0.84,1.2,0.2,12,reviewed,hv,hv
2007-07-27T08:06:21.780Z,19.2686667,-155.3718333,34.583,3.29,ml,41,133,,0.11,hv,hv5582892,2020-03-31T19:55:42.490Z,"13 km ENE of P?hala, Hawaii",earthquake,0.58,0.89,0.08,6,reviewed,hv,hv
2008-06-29T16:34:13.130Z,20.3553333,-156.359,15.198,3.27,ml,40,316,0.5922,0.12,hv,hv5635084,2020-04-21T20:24:47.415Z,"34 km SSE of M?kena, Hawaii",earthquake,1.35,15.77,0.08,8,reviewed,hv,hv
2006-10-15T19:57:43.340Z,19.917,-155.949,37.099,3.27,ml,42,203,,0.09,hv,hv5532211,2020-03-31T21:33:01.360Z,"13 km WSW of Puako, Hawaii",earthquake,0.82,1.12,0.16,11,reviewed,hv,hv
2007-02-23T16:53:46.990Z,19.7715,-156.1521667,6.296,3.27,ml,35,255,,0.14,hv,hv5555166,2020-03-31T19:53:16.730Z,"18 km WNW of Kalaoa, Hawaii",earthquake,0.89,0.69,0.09,11,reviewed,hv,hv
2006-10-21T14:29:45.890Z,19.8873333,-156.1896667,1.223,3.26,ml,37,265,,0.13,hv,hv5533959,2020-03-31T21:23:07.840Z,"27 km NW of Kalaoa, Hawaii",earthquake,1.96,0.45,0.23,10,reviewed,hv,hv
2007-11-17T02:07:36.910Z,20.1211667,-155.5603333,38.283,3.26,ml,40,217,,0.1,hv,hv5600836,2020-03-31T20:59:42.940Z,"1 km E of Kukuihaele, Hawaii",earthquake,0.8,1.19,0.2,7,reviewed,hv,hv
2006-10-15T17:33:51.630Z,19.8836667,-156.208,36.269,3.25,ml,37,306,,0.1,hv,hv5532136,2020-03-31T21:32:55.050Z,"29 km NW of Kalaoa, Hawaii",earthquake,1.04,1.74,0.27,11,reviewed,hv,hv
2006-10-17T10:59:57.570Z,19.893,-155.891,34.499,3.25,ml,38,177,,0.09,hv,hv5532877,2020-03-31T21:35:06.600Z,"10 km SSW of Puako, Hawaii",earthquake,0.8,1.28,0.1,9,reviewed,hv,hv
2008-08-01T11:25:04.720Z,20.4193333,-156.0846667,11.832,3.24,ml,42,161,,0.12,hv,hv5644221,2020-03-31T20:56:18.410Z,"32 km NW of H?w?, Hawaii",earthquake,0.99,2.23,0.16,10,reviewed,hv,hv
2008-09-28T06:18:02.320Z,19.664,-156.0606667,33.193,3.24,ml,39,235,0.213,0.1,hv,hv5662428,2020-04-21T20:24:48.735Z,"6 km WNW of Kailua-Kona, Hawaii",earthquake,0.94,1.4,0.12,8,reviewed,hv,hv
2007-10-23T01:11:57.530Z,19.3348333,-155.2936667,34.17,3.24,ml,41,70,,0.1,hv,hv5597169,2020-03-31T20:54:11.320Z,"13 km SSW of Volcano, Hawaii",earthquake,0.52,0.89,0.19,4,reviewed,hv,hv
2008-09-07T15:34:48.210Z,19.2088333,-155.531,35.346,3.23,ml,38,81,0.04963,0.07,hv,hv5657104,2020-03-31T16:09:29.140Z,"5 km W of P?hala, Hawaii",earthquake,0.48,0.86,0.09,2,reviewed,hv,hv
2006-01-15T09:04:08.850Z,19.6305,-155.8498333,24.936,3.22,ml,38,197,,0.09,hv,hv5475824,2020-04-21T20:24:24.028Z,"10 km E of H?lualoa, Hawaii",earthquake,0.73,1.11,0.13,8,reviewed,hv,hv
2006-09-11T12:47:35.820Z,19.9596667,-155.5886667,10.482,3.22,ml,39,161,,0.11,hv,hv5524575,2020-04-21T20:24:28.789Z,"11 km SE of Waimea, Hawaii",earthquake,0.59,0.55,0.11,9,reviewed,hv,hv
2007-11-04T12:27:03.580Z,19.2928333,-155.2161667,9.173,3.21,ml,37,121,,0.11,hv,hv5598855,2020-03-31T20:58:26.860Z,"16 km S of Volcano, Hawaii",earthquake,0.51,0.36,0.07,4,reviewed,hv,hv
2007-11-06T05:35:42.820Z,19.847,-155.3683333,28.623,3.2,ml,41,87,,0.13,hv,hv5599167,2020-03-31T20:59:09.380Z,"20 km SW of Laup?hoehoe, Hawaii",earthquake,0.62,1.22,0.17,9,reviewed,hv,hv
2007-06-17T20:00:04.040Z,19.3618333,-155.168,1.463,3.2,md,34,81,,0.09,hv,hv5574830,2020-03-31T21:28:21.850Z,"11 km SE of Volcano, Hawaii",earthquake,0.23,0.29,,,reviewed,hv,hv
2007-06-01T13:48:14.110Z,19.38,-155.2793333,1.732,3.2,md,25,46,0.006876,0.1,hv,hv6000530,2020-03-31T21:24:28.540Z,"8 km SW of Volcano, Hawaii",earthquake,0.3,0.19,,,reviewed,hv,hv
2007-06-18T12:15:58.410Z,19.3723333,-155.238,1.016,3.2,md,36,49,,0.11,hv,hv5575201,2020-03-31T21:28:30.690Z,"7 km S of Volcano, Hawaii",earthquake,0.21,0.22,,,reviewed,hv,hv
2008-02-06T11:13:50.550Z,19.4495,-155.2723333,24.967,3.2,ml,40,51,0.03348,0.12,hv,hv5612133,2020-04-21T20:24:44.948Z,"4 km W of Volcano, Hawaii",earthquake,0.47,0.76,0.12,4,reviewed,hv,hv
2006-01-08T01:56:25.120Z,19.3311667,-155.062,40.202,3.19,ml,38,188,,0.1,hv,hv5474983,2020-03-31T20:11:07.640Z,"16 km SSE of Fern Forest, Hawaii",earthquake,0.68,0.7,0.19,9,reviewed,hv,hv
2008-05-06T19:15:32.780Z,18.9916667,-155.464,40.476,3.19,ml,40,219,0.1629,0.09,hv,hv5624750,2020-03-31T20:12:53.160Z,"14 km SE of Naalehu, Hawaii",earthquake,0.75,1.01,0.07,7,reviewed,hv,hv
2006-06-13T07:18:03.490Z,19.6275,-156.1271667,43.543,3.18,ml,39,247,,0.09,hv,hv5502688,2020-03-31T21:29:21.810Z,"13 km W of Kailua-Kona, Hawaii",earthquake,0.87,1.18,0.12,12,reviewed,hv,hv
2007-09-24T05:32:18.500Z,20.2475,-155.731,33.503,3.18,ml,40,288,,0.1,hv,hv5592274,2020-03-31T20:50:50.790Z,"5 km ENE of Hala‘ula, Hawaii",earthquake,1.05,1.3,0.22,10,reviewed,hv,hv
2008-08-28T11:52:30.270Z,19.2723333,-155.1173333,34.69,3.17,ml,39,196,0.01745,0.11,hv,hv5652847,2020-03-31T20:55:37.090Z,"21 km S of Fern Forest, Hawaii",earthquake,0.69,0.89,0.14,8,reviewed,hv,hv
2007-06-02T11:24:08.760Z,19.3061667,-155.792,8.71,3.17,ml,39,87,,0.12,hv,hv5571646,2020-04-21T20:24:38.403Z,"18 km SSE of Honaunau-Napoopoo, Hawaii",earthquake,0.39,0.33,0.09,4,reviewed,hv,hv
2006-04-07T03:11:43.270Z,19.7663333,-156.0206667,5.661,3.17,ml,36,281,,0.1,hv,hv5492603,2020-04-21T20:24:26.495Z,"5 km NW of Kalaoa, Hawaii",earthquake,1.02,0.66,0.11,11,reviewed,hv,hv
2006-05-07T23:59:54.770Z,20.0208333,-155.3335,5.896,3.16,ml,35,255,,0.12,hv,hv5495997,2020-03-31T21:44:13.330Z,"4 km ESE of Pa‘auilo, Hawaii",earthquake,0.87,0.62,0.17,8,reviewed,hv,hv
2006-12-02T09:42:22.200Z,20.033,-155.3791667,5.398,3.16,ml,40,209,,0.12,hv,hv5541368,2020-04-21T20:24:34.452Z,"1 km SW of Pa‘auilo, Hawaii",earthquake,0.59,0.58,0.19,10,reviewed,hv,hv
2007-03-31T11:42:30.390Z,20.0983333,-156.0175,5.335,3.16,ml,36,297,,0.09,hv,hv5560874,2020-03-31T19:54:41.300Z,"23 km NW of Puako, Hawaii",earthquake,0.93,0.58,0.15,11,reviewed,hv,hv
2006-05-01T04:47:29.280Z,20.3416667,-155.1265,4.795,3.16,ml,33,311,,0.13,hv,hv5494923,2020-03-31T21:49:21.440Z,"40 km NNE of Laup?hoehoe, Hawaii",earthquake,1.37,1.42,0.14,12,reviewed,hv,hv
2007-09-09T07:22:17.490Z,19.2728333,-156.2938333,28.882,3.16,ml,39,273,,0.13,hv,hv5590137,2020-03-31T21:56:15.160Z,"46 km WSW of Captain Cook, Hawaii",earthquake,0.93,2.17,0.17,12,reviewed,hv,hv
2007-01-25T17:35:14.740Z,20.1356667,-156.0403333,19.313,3.15,ml,38,275,,0.12,hv,hv5550940,2020-03-31T21:51:15.150Z,"24 km WSW of H?w?, Hawaii",earthquake,1.25,2.85,0.21,9,reviewed,hv,hv
2007-02-22T15:23:36.460Z,19.6961667,-156.8461667,24.887,3.12,ml,37,304,,0.12,hv,hv5555032,2020-03-31T19:53:15.730Z,"Hawaii region, Hawaii",earthquake,1.15,3.65,0.03,4,reviewed,hv,hv
2006-10-15T17:27:31.800Z,20.0518333,-155.9603333,7.665,3.11,ml,28,296,,0.13,hv,hv5532133,2020-03-31T21:32:54.540Z,"15 km NW of Puako, Hawaii",earthquake,1.85,1.9,0.15,6,reviewed,hv,hv
2006-03-05T01:41:56.130Z,19.4361667,-155.3161667,5.184,3.11,ml,37,46,,0.11,hv,hv5487566,2020-03-31T21:49:04.190Z,"8 km W of Volcano, Hawaii",earthquake,0.29,0.59,0.02,2,reviewed,hv,hv
2006-04-20T00:33:09.280Z,19.1853333,-155.365,47.083,3.11,ml,37,170,,0.09,hv,hv5493659,2020-03-31T21:47:50.390Z,"12 km E of P?hala, Hawaii",earthquake,0.75,1.11,0.19,9,reviewed,hv,hv
2008-02-15T21:30:54.610Z,19.3188333,-155.1221667,9.034,3.1,ml,36,138,0.03344,0.09,hv,hv5613331,2020-04-21T20:24:45.637Z,"16 km S of Fern Forest, Hawaii",earthquake,0.45,0.35,0.13,2,reviewed,hv,hv
2007-11-17T03:54:24.160Z,19.34,-155.1123333,7.8,3.1,ml,39,138,,0.12,hv,hv5600854,2020-03-31T20:59:43.130Z,"14 km S of Fern Forest, Hawaii",earthquake,0.51,0.39,0.11,4,reviewed,hv,hv
2008-07-08T10:06:40.540Z,19.401,-155.2796667,0.174,3.1,md,12,108,0.007982,0.08,hv,hv5638122,2020-03-31T20:07:32.790Z,"6 km SW of Volcano, Hawaii",earthquake,0.27,0.19,,,reviewed,hv,hv
2008-04-05T02:30:31.630Z,20.9173333,-156.3901667,8.916,3.09,ml,38,204,,0.1,hv,hv5621015,2020-03-31T20:52:12.800Z,"2 km NW of Paia, Hawaii",earthquake,1.82,1.22,0.38,5,reviewed,hv,hv
2007-07-09T08:38:37.900Z,20.2258333,-157.522,18.846,3.07,ml,33,331,1.642,0.09,hv,hv5579452,2020-03-31T19:55:21.300Z,"91 km SW of Lanai City, Hawaii",earthquake,1.97,5.96,0.14,8,reviewed,hv,hv
2006-01-07T23:17:47.050Z,19.1848333,-155.711,5.51,3.07,ml,33,115,,0.14,hv,hv5474972,2020-03-31T20:11:07.420Z,"14 km NNE of Hawaiian Ocean View, Hawaii",earthquake,0.55,0.84,0.04,9,reviewed,hv,hv
2007-09-10T15:10:05.610Z,19.1943333,-155.5866667,4.504,3.07,ml,36,92,,0.15,hv,hv5590321,2020-03-31T21:56:18.370Z,"11 km W of P?hala, Hawaii",earthquake,0.43,1.1,0.06,7,reviewed,hv,hv
2007-09-03T23:29:06.600Z,19.595,-156.3991667,31.859,3.07,ml,39,276,,0.13,hv,hv5589333,2020-03-31T21:55:16.070Z,"42 km W of Kailua-Kona, Hawaii",earthquake,1.23,2.12,0.16,11,reviewed,hv,hv
2006-01-03T06:25:36.980Z,19.355,-155.0226667,8.632,3.07,ml,38,192,,0.1,hv,hv5474295,2020-03-31T20:10:59.990Z,"16 km SW of Leilani Estates, Hawaii",earthquake,0.64,0.4,0.18,8,reviewed,hv,hv
