time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-03-08T17:26:16.730Z,19.0111667,-155.3546667,18.315,4.2,md,40,222,,0.1,hv,hv5423254,2020-03-31T21:26:39.300Z,"24 km ESE of Naalehu, Hawaii",earthquake,0.81,2.47,,,reviewed,hv,hv
2005-05-20T15:52:07.810Z,21.6723333,-157.6035,9.764,4.13,ml,33,260,,0.16,hv,hv5432863,2020-04-21T20:24:20.871Z,"28 km ENE of Ka‘a‘awa, Hawaii",earthquake,1.47,1.19,0.12,7,reviewed,hv,hv
2004-02-05T10:19:29.310Z,19.3536667,-154.9838333,36.977,4.1,md,33,241,,0.11,hv,hv5348749,2020-04-21T20:24:17.094Z,"14 km SSW of Leilani Estates, Hawaii",earthquake,0.88,0.68,,,reviewed,hv,hv
2003-01-07T02:37:43.450Z,19.9243333,-156.3505,28.574,4.01,ml,38,221,,0.1,hv,hv5267447,2020-03-31T20:47:59.040Z,"44 km WNW of Kalaoa, Hawaii",earthquake,1.31,2.55,0.08,5,reviewed,hv,hv
2004-12-22T17:07:38.760Z,19.3883333,-155.2418333,3.086,4,md,33,51,,0.13,hv,hv5410684,2020-04-21T20:24:19.110Z,"6 km S of Volcano, Hawaii",earthquake,0.33,0.54,,,reviewed,hv,hv
2003-01-25T16:46:24.990Z,19.365,-155.3235,29.637,3.9,md,34,82,,0.11,hv,hv5270185,2020-04-21T20:24:13.600Z,"12 km SW of Volcano, Hawaii",earthquake,0.52,0.71,,,reviewed,hv,hv
2003-05-24T17:34:58.360Z,19.2988333,-155.2185,9.01,3.9,md,35,137,,0.11,hv,hv5288705,2020-03-31T18:26:02.980Z,"16 km S of Volcano, Hawaii",earthquake,0.48,0.34,,,reviewed,hv,hv
2004-02-02T03:38:52.200Z,19.2913333,-155.2163333,8.64,3.8,md,33,157,,0.11,hv,hv5347802,2020-03-31T21:04:51.120Z,"16 km S of Volcano, Hawaii",earthquake,0.52,0.41,,,reviewed,hv,hv
2003-09-05T10:37:53.900Z,18.7333333,-156.1838333,48.094,3.77,ml,34,316,,0.11,hv,hv5312076,2020-04-21T20:24:14.492Z,"57 km SW of Hawaiian Ocean View, Hawaii",earthquake,1.23,1.63,0.1,7,reviewed,hv,hv
2005-07-18T02:32:27.490Z,18.8143333,-155.4316667,29.504,3.75,ml,28,285,,0.11,hv,hv5440207,2020-04-21T20:24:21.954Z,"32 km SSE of Naalehu, Hawaii",earthquake,1.16,1.74,0.14,3,reviewed,hv,hv
2004-02-08T17:39:35.420Z,19.6168333,-156.2066667,8.806,3.73,ml,35,257,,0.12,hv,hv6000164,2020-04-21T20:24:17.503Z,"21 km W of Kailua-Kona, Hawaii",earthquake,0.97,1.1,0.1,5,reviewed,hv,hv
2005-04-21T16:27:57.880Z,19.3611667,-155.081,8.472,3.7,md,36,151,,0.12,hv,hv5428788,2020-03-31T19:14:01.980Z,"12 km SSE of Fern Forest, Hawaii",earthquake,0.52,0.38,,,reviewed,hv,hv
2003-09-18T06:34:01.470Z,19.7493333,-156.1528333,41.356,3.6,ml,36,254,,0.11,hv,hv5315845,2020-04-21T20:24:15.359Z,"18 km W of Kalaoa, Hawaii",earthquake,0.99,1.48,0.12,7,reviewed,hv,hv
2003-06-08T13:55:16.940Z,19.0548333,-156.2508333,32.013,3.59,ml,36,300,,0.1,hv,hv5291906,2020-03-31T20:10:00.480Z,"51 km W of Hawaiian Ocean View, Hawaii",earthquake,1.16,2.42,0.09,6,reviewed,hv,hv
2003-02-26T04:46:26.020Z,19.3526667,-155.0813333,8.162,3.5,md,36,158,,0.1,hv,hv5274058,2020-03-31T19:29:48.720Z,"Island of Hawaii, Hawaii",earthquake,0.49,0.38,,,reviewed,hv,hv
2005-12-07T11:58:09.710Z,18.912,-155.1901667,17.199,3.5,ml,33,254,,0.15,hv,hv5469938,2020-03-31T21:34:50.530Z,"44 km SE of P?hala, Hawaii",earthquake,3.59,14.86,0.13,3,reviewed,hv,hv
2004-12-13T00:58:50.670Z,19.3845,-155.2133333,33.145,3.49,ml,35,90,,0.11,hv,hv5408742,2020-03-31T16:07:14.060Z,"6 km SSE of Volcano, Hawaii",earthquake,0.6,0.76,0.2,4,reviewed,hv,hv
2004-12-20T11:59:44.230Z,19.4886667,-155.4321667,6.787,3.49,ml,32,47,,0.14,hv,hv5410259,2020-03-31T16:08:12.730Z,"21 km WNW of Volcano, Hawaii",earthquake,0.35,0.62,,1,reviewed,hv,hv
2005-10-26T12:46:02.860Z,20.8056667,-155.6571667,4.955,3.48,ml,38,250,,0.14,hv,hv5458778,2020-03-31T21:31:38.930Z,"35 km E of Hana, Hawaii",earthquake,1.88,2.44,0.16,12,reviewed,hv,hv
2005-01-02T20:07:03.550Z,20.0345,-155.0833333,33.746,3.46,ml,36,278,,0.12,hv,hv5412312,2020-03-31T20:50:19.250Z,"16 km ENE of Laup?hoehoe, Hawaii",earthquake,0.95,1.77,0.12,7,reviewed,hv,hv
2004-03-11T14:37:14.080Z,20.0436667,-157.528,4.807,3.45,ml,30,326,,0.14,hv,hv5358613,2020-03-31T21:06:54.830Z,"107 km SW of Lanai City, Hawaii",earthquake,9.2,10.72,0.22,8,reviewed,hv,hv
2005-04-26T18:13:26.860Z,19.9988333,-156.4768333,10.406,3.44,ml,39,297,,0.15,hv,hv5429423,2020-03-31T19:14:11.150Z,"59 km WNW of Kalaoa, Hawaii",earthquake,4.88,6.84,0.19,12,reviewed,hv,hv
2003-01-13T06:24:02.720Z,18.844,-155.2811667,11.659,3.43,ml,35,265,,0.12,hv,hv5268570,2020-03-31T20:48:06.030Z,"40 km SE of Naalehu, Hawaii",earthquake,1.42,1.07,0.01,7,reviewed,hv,hv
2004-01-22T02:49:14.480Z,18.8618333,-155.2563333,11.855,3.41,ml,35,262,,0.11,hv,hv5344948,2020-03-31T21:03:54.620Z,"40 km SE of Naalehu, Hawaii",earthquake,1.01,1.03,0.19,5,reviewed,hv,hv
2004-12-26T06:05:20.100Z,19.546,-155.0675,26.255,3.41,ml,32,132,,0.1,hv,hv5411420,2020-03-31T16:08:43.590Z,"1 km WNW of Hawaiian Acres, Hawaii",earthquake,0.6,1.13,0.12,4,reviewed,hv,hv
2004-11-08T21:04:22.720Z,19.307,-155.7603333,7.933,3.4,ml,35,178,,0.11,hv,hv5402118,2020-04-21T20:24:18.705Z,"19 km SSE of Honaunau-Napoopoo, Hawaii",earthquake,0.56,0.34,0.24,3,reviewed,hv,hv
2004-10-11T20:29:50.260Z,19.3388333,-155.2693333,32.31,3.39,ml,34,78,,0.11,hv,hv5397633,2020-04-21T20:24:17.921Z,"12 km SSW of Volcano, Hawaii",earthquake,0.78,0.67,0.2,3,reviewed,hv,hv
2005-08-05T02:37:42.550Z,19.593,-156.3826667,32.365,3.38,ml,37,275,,0.1,hv,hv5442322,2020-03-31T19:14:46.760Z,"40 km W of Kailua-Kona, Hawaii",earthquake,1.34,2.32,0.12,7,reviewed,hv,hv
2004-01-05T02:00:34.840Z,19.7538333,-155.8606667,12.668,3.37,ml,33,200,,0.11,hv,hv5339289,2020-04-21T20:24:16.670Z,"12 km ENE of Kalaoa, Hawaii",earthquake,0.6,0.88,0.13,7,reviewed,hv,hv
2003-10-04T18:28:19.570Z,19.3846667,-154.7275,44.265,3.36,ml,36,287,,0.13,hv,hv5319677,2020-03-31T20:05:16.430Z,"22 km ESE of Leilani Estates, Hawaii",earthquake,0.93,0.9,0.15,8,reviewed,hv,hv
2003-08-04T06:56:11.270Z,18.9446667,-155.478,35.254,3.34,ml,37,236,,0.09,hv,hv5304218,2020-03-31T20:13:25.490Z,"17 km SE of Naalehu, Hawaii",earthquake,0.78,1.1,0.11,6,reviewed,hv,hv
2003-02-07T08:53:32.490Z,18.9945,-155.0913333,41.936,3.34,ml,34,273,,0.1,hv,hv5271880,2020-03-31T19:28:27.170Z,"46 km ESE of P?hala, Hawaii",earthquake,1.04,1.43,0.18,6,reviewed,hv,hv
2005-07-11T09:47:05.920Z,19.3518333,-155.1276667,8.877,3.33,ml,38,117,,0.1,hv,hv5439215,2020-03-31T21:50:07.680Z,"12 km S of Fern Forest, Hawaii",earthquake,0.41,0.33,0.13,4,reviewed,hv,hv
2004-03-13T11:26:35.620Z,19.8718333,-156.1168333,44.267,3.33,ml,34,257,,0.1,hv,hv5358839,2020-03-31T21:06:56.250Z,"21 km NW of Kalaoa, Hawaii",earthquake,0.94,1.24,0.15,8,reviewed,hv,hv
2005-12-07T13:18:42.060Z,18.8466667,-155.1386667,20.66,3.32,ml,32,291,,0.15,hv,hv5470016,2020-03-31T21:34:51.890Z,"52 km ESE of Naalehu, Hawaii",earthquake,1.23,8.45,0.07,5,reviewed,hv,hv
2003-11-08T03:10:05.760Z,18.9225,-154.9483333,48.653,3.32,ml,36,278,,0.12,hv,hv5327889,2020-03-31T18:30:29.370Z,"60 km S of Leilani Estates, Hawaii",earthquake,1.11,1.39,0.26,7,reviewed,hv,hv
2004-02-23T06:16:52.600Z,19.3113333,-156.3458333,4.393,3.32,ml,35,276,,0.12,hv,hv5355174,2020-03-31T21:05:16.940Z,"49 km WSW of Captain Cook, Hawaii",earthquake,1.38,1.55,0.05,7,reviewed,hv,hv
2005-10-23T20:48:14.400Z,19.3643333,-155.0818333,8.722,3.31,ml,37,148,,0.1,hv,hv5457800,2020-04-21T20:24:23.180Z,"12 km SSE of Fern Forest, Hawaii",earthquake,0.48,0.35,0.08,2,reviewed,hv,hv
2004-09-09T05:20:21.500Z,19.6655,-155.0576667,41.732,3.31,ml,34,104,,0.12,hv,hv5391366,2020-03-31T21:13:07.820Z,"5 km NNW of Kea‘au, Hawaii",earthquake,0.7,1.1,0.07,8,reviewed,hv,hv
2005-12-10T23:50:46.980Z,18.8516667,-155.253,10.44,3.31,ml,34,275,,0.11,hv,hv5470714,2020-03-31T21:35:03.270Z,"41 km SE of Naalehu, Hawaii",earthquake,1.14,0.79,0.05,5,reviewed,hv,hv
2003-09-07T05:13:59.740Z,20.0476667,-155.5293333,9.508,3.3,ml,35,195,,0.12,hv,hv5312651,2020-04-21T20:24:14.893Z,"7 km WSW of Honoka‘a, Hawaii",earthquake,0.84,0.61,0.09,7,reviewed,hv,hv
2003-04-07T07:27:24.910Z,19.4281667,-155.3146667,6.025,3.3,md,33,47,,0.12,hv,hv5279507,2020-03-31T20:49:47.660Z,"8 km W of Volcano, Hawaii",earthquake,0.37,0.5,,,reviewed,hv,hv
2003-03-02T07:15:38.170Z,19.3246667,-155.1268333,8.017,3.3,ml,34,127,,0.1,hv,hv5274718,2020-03-31T20:49:01.340Z,"15 km S of Fern Forest, Hawaii",earthquake,0.43,0.36,0.15,5,reviewed,hv,hv
2004-09-06T17:11:34.300Z,19.4026667,-155.499,9.498,3.29,ml,37,49,,0.1,hv,hv5390724,2020-03-31T21:13:01.550Z,"22 km N of P?hala, Hawaii",earthquake,0.32,0.39,0.3,5,reviewed,hv,hv
2003-07-14T06:08:09.760Z,18.952,-155.4761667,35.264,3.28,ml,36,234,,0.08,hv,hv5299519,2020-03-31T18:27:15.270Z,"16 km SE of Naalehu, Hawaii",earthquake,0.76,1.07,0.01,7,reviewed,hv,hv
2003-01-25T16:43:18.020Z,19.3633333,-155.3263333,29.036,3.28,ml,32,81,,0.12,hv,hv5270184,2020-03-31T20:48:30.350Z,"13 km SW of Volcano, Hawaii",earthquake,0.53,0.75,0.11,6,reviewed,hv,hv
2004-08-05T03:09:02.550Z,18.8871667,-155.5245,36.284,3.28,ml,35,260,,0.09,hv,hv5383946,2020-03-31T21:08:17.390Z,"20 km SSE of Naalehu, Hawaii",earthquake,0.83,1.12,0.09,8,reviewed,hv,hv
2004-06-05T00:05:35.200Z,19.0796667,-155.3935,34.743,3.28,ml,38,199,,0.1,hv,hv5372725,2020-03-31T21:10:01.020Z,"16 km SSE of P?hala, Hawaii",earthquake,0.65,0.99,0.05,8,reviewed,hv,hv
2003-07-10T15:59:59.670Z,19.8148333,-155.3725,25.883,3.27,ml,33,85,,0.12,hv,hv5298680,2020-03-31T18:26:45.310Z,"23 km SW of Laup?hoehoe, Hawaii",earthquake,0.58,1.22,0.15,5,reviewed,hv,hv
2005-07-31T03:53:00.590Z,19.5765,-156.3498333,32.495,3.27,ml,39,272,,0.1,hv,hv5441780,2020-03-31T21:54:09.030Z,"37 km W of Kailua-Kona, Hawaii",earthquake,2.79,2.38,0.11,11,reviewed,hv,hv
2005-03-08T17:27:05.380Z,19.0023333,-155.3428333,18.435,3.22,ml,32,225,,0.09,hv,hv6000273,2020-03-31T21:26:39.480Z,"25 km ESE of Naalehu, Hawaii",earthquake,0.93,2.91,,4,reviewed,hv,hv
2004-01-23T04:02:31.240Z,18.8393333,-155.1711667,9.915,3.22,ml,27,270,,0.13,hv,hv5345265,2020-03-31T21:03:58.890Z,"49 km ESE of Naalehu, Hawaii",earthquake,1.3,0.83,0.14,7,reviewed,hv,hv
2003-09-10T10:23:31.790Z,19.3928333,-155.2755,2.359,3.22,ml,34,48,,0.11,hv,hv5313764,2020-03-31T20:03:40.160Z,"7 km SW of Volcano, Hawaii",earthquake,0.22,0.23,0.01,3,reviewed,hv,hv
2003-12-21T13:16:25.540Z,19.3403333,-155.1151667,7.068,3.22,ml,34,181,,0.12,hv,hv6000156,2020-03-31T21:02:36.420Z,"14 km S of Fern Forest, Hawaii",earthquake,0.52,0.47,0.05,4,reviewed,hv,hv
2005-12-07T09:02:06.230Z,18.9113333,-155.2615,10.76,3.22,ml,33,251,,0.12,hv,hv5469879,2020-03-31T21:34:44.640Z,"37 km ESE of Naalehu, Hawaii",earthquake,1.02,0.58,0.11,8,reviewed,hv,hv
2005-01-13T06:16:25.000Z,19.9381667,-155.545,18.298,3.22,ml,35,153,,0.1,hv,hv5413736,2020-04-21T20:24:19.516Z,"16 km SE of Waimea, Hawaii",earthquake,0.68,1.59,0.13,10,reviewed,hv,hv
2005-05-04T09:14:17.000Z,19.8203333,-156.8071667,7.897,3.21,ml,34,305,,0.13,hv,hv5430698,2020-03-31T21:44:23.780Z,"87 km WNW of Kailua-Kona, Hawaii",earthquake,7.76,16.69,0.12,11,reviewed,hv,hv
2003-10-30T13:46:39.030Z,19.2763333,-155.4711667,8.893,3.2,ml,36,87,,0.13,hv,hv5325532,2020-04-21T20:24:16.183Z,"8 km N of P?hala, Hawaii",earthquake,0.39,0.53,0.08,2,reviewed,hv,hv
2004-03-18T22:13:26.430Z,19.1791667,-155.1798333,40.628,3.2,ml,35,208,,0.11,hv,hv5359548,2020-03-31T21:07:01.280Z,"29 km S of Volcano, Hawaii",earthquake,0.95,0.99,0.11,6,reviewed,hv,hv
2003-07-19T05:32:23.470Z,19.5161667,-155.41,21.331,3.2,ml,35,51,,0.11,hv,hv5300557,2020-03-31T18:27:49.120Z,"Island of Hawaii, Hawaii",earthquake,0.41,0.79,0.09,3,reviewed,hv,hv
2003-10-10T13:23:39.460Z,19.3476667,-155.0746667,8.06,3.19,ml,36,184,,0.11,hv,hv5320744,2020-04-21T20:24:15.788Z,"14 km SSE of Fern Forest, Hawaii",earthquake,0.66,0.42,,1,reviewed,hv,hv
2004-02-03T17:09:10.370Z,19.3145,-155.217,9.826,3.18,ml,34,167,,0.12,hv,hv5348198,2020-03-31T21:04:53.000Z,"14 km S of Volcano, Hawaii",earthquake,0.48,0.36,0.05,4,reviewed,hv,hv
2003-01-23T11:55:16.930Z,19.3865,-155.2426667,3.182,3.18,ml,32,99,,0.12,hv,hv5269907,2020-03-31T20:48:27.250Z,"6 km S of Volcano, Hawaii",earthquake,0.34,0.46,0.18,2,reviewed,hv,hv
2004-06-04T22:33:05.620Z,19.3836667,-155.241,2.086,3.18,ml,34,59,,0.12,hv,hv5372687,2020-03-31T21:09:59.880Z,"Island of Hawaii, Hawaii",earthquake,0.25,0.35,0.21,4,reviewed,hv,hv
2005-07-17T21:08:50.660Z,20.3418333,-155.1258333,15.212,3.17,ml,41,271,,0.15,hv,hv5440170,2020-03-31T21:51:34.600Z,"40 km NNE of Laup?hoehoe, Hawaii",earthquake,2.47,14.9,0.03,10,reviewed,hv,hv
2004-05-02T08:13:25.560Z,19.3266667,-155.2246667,8.885,3.17,ml,32,164,,0.12,hv,hv5366605,2020-03-31T21:12:16.670Z,"Island of Hawaii, Hawaii",earthquake,0.54,0.42,0.14,3,reviewed,hv,hv
2005-07-13T15:01:01.100Z,19.941,-155.3711667,16.257,3.16,ml,38,174,,0.18,hv,hv5439488,2020-03-31T21:50:11.860Z,"11 km S of Pa‘auilo, Hawaii",earthquake,0.77,2.74,0.15,10,reviewed,hv,hv
2005-06-18T20:02:58.290Z,19.4768333,-154.8723333,3.384,3.16,ml,33,263,,0.13,hv,hv5436476,2020-03-31T19:54:43.260Z,"4 km E of Leilani Estates, Hawaii",earthquake,0.69,0.76,0.23,9,reviewed,hv,hv
2005-02-19T10:09:03.370Z,19.4515,-155.272,20.984,3.15,ml,35,51,,0.12,hv,hv5420619,2020-03-31T21:22:42.660Z,"4 km WNW of Volcano, Hawaii",earthquake,0.45,0.68,0.1,6,reviewed,hv,hv
2004-06-02T00:53:07.860Z,19.205,-155.3413333,45.199,3.15,ml,36,177,,0.1,hv,hv5372331,2020-03-31T21:09:56.170Z,"14 km E of P?hala, Hawaii",earthquake,0.77,0.93,0.14,6,reviewed,hv,hv
2005-03-06T03:07:22.000Z,19.6101667,-156.018,37.466,3.14,ml,38,231,,0.1,hv,hv5422981,2020-03-31T21:26:35.440Z,"3 km SSW of Kailua-Kona, Hawaii",earthquake,0.87,1.22,0.15,9,reviewed,hv,hv
2005-08-15T13:31:28.530Z,20.4455,-155.1281667,15.958,3.14,ml,39,280,,0.16,hv,hv5443703,2020-03-31T19:15:24.810Z,"51 km NNE of Pa‘auilo, Hawaii",earthquake,1.19,18.05,0.18,9,reviewed,hv,hv
2005-07-16T04:53:30.480Z,20.4646667,-155.123,16.062,3.13,ml,40,282,,0.13,hv,hv5439936,2020-03-31T21:51:26.210Z,"53 km NNE of Pa‘auilo, Hawaii",earthquake,1.41,16.78,0.13,10,reviewed,hv,hv
2005-12-16T15:21:52.200Z,19.3401667,-155.8618333,9.713,3.12,ml,37,211,,0.11,hv,hv5471534,2020-03-31T21:22:52.800Z,"12 km S of Honaunau-Napoopoo, Hawaii",earthquake,0.79,0.38,0.07,9,reviewed,hv,hv
2005-12-11T05:48:46.680Z,19.6893333,-156.1975,30.686,3.12,ml,38,258,,0.1,hv,hv5470765,2020-03-31T21:35:03.720Z,"21 km WNW of Kailua-Kona, Hawaii",earthquake,1.97,1.81,0.19,13,reviewed,hv,hv
2003-06-27T03:21:30.430Z,19.2555,-155.0745,45.268,3.12,ml,37,215,,0.11,hv,hv5295968,2020-03-31T20:12:22.870Z,"24 km SSE of Fern Forest, Hawaii",earthquake,0.76,0.73,0.24,5,reviewed,hv,hv
2005-09-13T10:11:42.540Z,20.3245,-155.1561667,23.848,3.11,ml,34,299,,0.13,hv,hv5447888,2020-03-31T21:44:53.790Z,"Hawaii region, Hawaii",earthquake,0.86,4.04,0.16,11,reviewed,hv,hv
2003-11-14T10:36:54.480Z,20.0296667,-155.3873333,11.358,3.11,ml,35,208,,0.11,hv,hv5329436,2020-03-31T18:27:33.850Z,"2 km WSW of Pa‘auilo, Hawaii",earthquake,1.07,0.73,0.15,9,reviewed,hv,hv
2005-10-07T03:37:24.370Z,19.1303333,-156.1273333,36.983,3.1,ml,38,270,,0.1,hv,hv5452852,2020-03-31T21:29:08.580Z,"38 km W of Hawaiian Ocean View, Hawaii",earthquake,2.2,1.8,0.08,10,reviewed,hv,hv
2005-11-22T19:57:48.680Z,19.8221667,-155.5983333,20.84,3.09,ml,37,104,,0.1,hv,hv5467010,2020-03-31T19:17:16.910Z,"23 km SSE of Waimea, Hawaii",earthquake,0.61,1.4,0.26,10,reviewed,hv,hv
2005-12-07T11:12:45.430Z,18.9495,-155.2201667,16.429,3.07,ml,34,246,,0.13,hv,hv6000329,2020-03-31T21:34:48.820Z,"39 km SE of P?hala, Hawaii",earthquake,2.94,15.45,0.2,11,reviewed,hv,hv
2004-11-11T02:16:14.680Z,19.4121667,-155.5995,21.44,3.07,ml,35,51,,0.09,hv,hv5402564,2020-03-31T21:29:52.050Z,"26 km NNW of P?hala, Hawaii",earthquake,0.41,0.76,0.09,7,reviewed,hv,hv
2004-04-02T04:00:51.770Z,19.3418333,-155.1271667,8.298,3.06,ml,33,173,,0.1,hv,hv5361706,2020-03-31T21:09:35.590Z,"13 km S of Fern Forest, Hawaii",earthquake,0.6,0.43,0.14,6,reviewed,hv,hv
2003-04-14T17:51:35.370Z,19.7393333,-157.5425,4.617,3.06,ml,18,335,,0.13,hv,hv5280872,2020-03-31T20:51:05.030Z,"136 km SSW of Lanai City, Hawaii",earthquake,9.73,11.87,0.12,4,reviewed,hv,hv
2003-03-11T20:24:30.080Z,19.433,-155.3591667,9.402,3.05,ml,35,47,,0.12,hv,hv5275915,2020-03-31T20:49:11.830Z,"13 km W of Volcano, Hawaii",earthquake,0.35,0.46,0.07,6,reviewed,hv,hv
2005-12-07T13:49:21.860Z,18.8873333,-155.1848333,16.23,3.04,ml,31,284,,0.15,hv,hv5470032,2020-03-31T21:34:52.430Z,"46 km ESE of Naalehu, Hawaii",earthquake,1.94,16.47,0.17,10,reviewed,hv,hv
2005-12-07T19:48:10.560Z,18.8751667,-155.2445,12.35,3.04,ml,37,257,,0.11,hv,hv5470108,2020-03-31T21:34:54.950Z,"41 km ESE of Naalehu, Hawaii",earthquake,0.99,1.1,0.13,11,reviewed,hv,hv
2005-12-07T10:11:04.870Z,18.9081667,-155.191,11.309,3.04,ml,33,254,,0.14,hv,hv5469905,2020-03-31T21:34:47.630Z,"44 km SE of P?hala, Hawaii",earthquake,1.19,0.62,0.24,11,reviewed,hv,hv
2003-01-13T14:37:19.100Z,18.7991667,-155.2665,9.989,3.02,ml,35,272,,0.11,hv,hv5268620,2020-03-31T20:48:08.730Z,"44 km SE of Naalehu, Hawaii",earthquake,0.91,0.94,0.19,10,reviewed,hv,hv
2005-08-01T17:39:36.450Z,18.899,-155.5176667,36.894,3.01,ml,38,255,,0.1,hv,hv5441913,2020-03-31T19:14:40.670Z,"19 km SSE of Naalehu, Hawaii",earthquake,0.85,1.2,0.18,11,reviewed,hv,hv
2004-02-22T23:14:35.100Z,19.3395,-155.1246667,8.557,3.01,ml,37,124,,0.12,hv,hv5355125,2020-03-31T21:05:16.610Z,"14 km S of Fern Forest, Hawaii",earthquake,0.54,0.4,0.14,5,reviewed,hv,hv
2005-12-08T15:33:36.310Z,18.939,-155.2035,11.829,3.01,ml,34,249,,0.14,hv,hv5470257,2020-03-31T21:34:58.490Z,"41 km SE of P?hala, Hawaii",earthquake,0.97,0.67,0.2,4,reviewed,hv,hv
2005-12-28T18:37:52.230Z,19.363,-155.0773333,8.762,3,ml,39,152,,0.09,hv,hv5473413,2020-03-31T21:25:42.800Z,"12 km SSE of Fern Forest, Hawaii",earthquake,0.47,0.35,0.18,9,reviewed,hv,hv
2005-09-02T06:41:43.100Z,19.6088333,-156.1816667,30.736,2.99,ml,38,254,,0.12,hv,hv5446256,2020-03-31T21:54:13.260Z,"19 km W of Kailua-Kona, Hawaii",earthquake,0.97,2.05,0.26,10,reviewed,hv,hv
2004-06-05T23:16:52.810Z,19.352,-155.0193333,7.824,2.98,ml,37,182,,0.09,hv,hv5372910,2020-03-31T21:10:02.210Z,"16 km SW of Leilani Estates, Hawaii",earthquake,0.61,0.4,0.16,8,reviewed,hv,hv
2003-04-02T12:32:13.680Z,19.2006667,-156.2718333,3.98,2.98,ml,33,276,,0.11,hv,hv5278726,2020-03-31T20:49:40.600Z,"49 km SW of Captain Cook, Hawaii",earthquake,1.35,1.88,0.25,6,reviewed,hv,hv
2005-12-07T11:15:27.070Z,18.8963333,-155.1886667,11.229,2.98,ml,32,272,,0.11,hv,hv6000330,2020-03-31T21:34:49.190Z,"45 km ESE of Naalehu, Hawaii",earthquake,1.03,0.45,0.15,11,reviewed,hv,hv
2003-10-07T15:30:19.020Z,19.3286667,-155.1351667,9.013,2.98,ml,32,113,,0.09,hv,hv5320232,2020-03-31T20:05:19.880Z,"15 km S of Fern Forest, Hawaii",earthquake,0.6,0.38,0.25,4,reviewed,hv,hv
2003-01-06T22:57:02.030Z,18.8196667,-155.1463333,11.428,2.97,ml,32,273,,0.19,hv,hv5267411,2020-03-31T20:47:58.870Z,"53 km ESE of Naalehu, Hawaii",earthquake,4.02,5.85,0.15,8,reviewed,hv,hv
2004-09-04T04:56:35.310Z,19.5098333,-155.707,9.304,2.97,ml,34,78,,0.11,hv,hv5390316,2020-03-31T21:12:55.250Z,"17 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.39,0.24,0.1,8,reviewed,hv,hv
2003-07-13T22:44:47.470Z,20.3466667,-156.348,32.918,2.96,ml,27,318,,0.13,hv,hv5299455,2020-03-31T18:27:14.670Z,"35 km SSE of M?kena, Hawaii",earthquake,1.21,1.94,0.17,6,reviewed,hv,hv
