time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-03-13T06:23:17.190Z,19.691,-157.4983333,32.777,3.15,ml,22,298,,0.12,hv,hv1282449,2020-03-31T21:15:01.250Z,"139 km SSW of Lanai City, Hawaii",earthquake,1.54,3.55,0.24,3,reviewed,hv,hv
2001-01-02T16:54:48.770Z,19.754,-155.5603333,11.823,3.15,ml,37,113,,0.12,hv,hv1303554,2020-03-31T20:39:29.270Z,"31 km SE of Waikoloa, Hawaii",earthquake,0.43,0.44,0.04,9,reviewed,hv,hv
2001-05-31T18:02:00.350Z,19.35,-155.2565,25.592,3.14,ml,42,66,,0.12,hv,hv1316073,2020-03-31T21:54:38.670Z,"10 km SSW of Volcano, Hawaii",earthquake,0.53,0.63,0.08,9,reviewed,hv,hv
2002-06-28T19:36:26.390Z,19.324,-155.1116667,9.05,3.13,ml,40,142,,0.12,hv,hv5230187,2020-03-31T16:06:14.780Z,"15 km S of Fern Forest, Hawaii",earthquake,0.51,0.38,0.26,5,reviewed,hv,hv
2001-09-11T01:54:44.740Z,18.856,-155.239,11.052,3.13,ml,36,257,,0.12,hv,hv5184639,2020-03-31T21:41:35.980Z,"42 km ESE of Naalehu, Hawaii",earthquake,1.03,1.02,0.13,13,reviewed,hv,hv
2000-02-23T23:14:12.070Z,19.4423333,-155.8888333,13.115,3.12,ml,38,156,,0.1,hv,hv1280407,2020-03-31T21:11:31.540Z,"2 km WSW of Honaunau-Napoopoo, Hawaii",earthquake,0.49,0.36,0.06,6,reviewed,hv,hv
2000-08-07T05:00:51.780Z,19.545,-155.1673333,20.515,3.11,ml,15,246,,0.12,hv,hv1293018,2020-03-31T20:35:37.520Z,"6 km W of Mountain View, Hawaii",earthquake,1.88,2.17,0.12,5,reviewed,hv,hv
2002-10-06T08:41:18.180Z,19.9208333,-155.5393333,35.42,3.09,ml,36,119,,0.11,hv,hv5252224,2020-03-31T20:46:58.480Z,"17 km SE of Waimea, Hawaii",earthquake,0.57,1.12,0.17,11,reviewed,hv,hv
2000-06-12T12:35:18.810Z,19.5188333,-155.073,13.763,3.08,ml,27,129,,0.12,hv,hv1289255,2020-03-31T20:39:20.600Z,"1 km NE of Fern Acres, Hawaii",earthquake,0.66,0.51,0.03,3,reviewed,hv,hv
2000-05-05T03:43:36.340Z,19.1941667,-155.6458333,6.351,3.07,ml,33,107,,0.16,hv,hv1286769,2020-03-31T20:34:09.060Z,"14 km NNW of Wai‘?hinu, Hawaii",earthquake,0.54,0.77,0.06,10,reviewed,hv,hv
2002-08-22T02:03:19.320Z,19.3171667,-155.2191667,8.089,3.04,ml,39,164,,0.13,hv,hv5242485,2020-03-31T16:06:43.270Z,"13 km S of Volcano, Hawaii",earthquake,0.37,0.35,0.12,6,reviewed,hv,hv
2001-05-09T14:33:56.810Z,19.939,-155.9186667,13.999,3.02,ml,46,152,,0.11,hv,hv1314672,2020-03-31T21:53:06.900Z,"9 km WSW of Puako, Hawaii",earthquake,0.6,1.42,0.11,10,reviewed,hv,hv
2000-02-04T10:53:16.390Z,19.2693333,-155.4658333,9.525,3.01,ml,32,98,,0.13,hv,hv1278679,2020-03-31T21:10:23.160Z,"7 km N of P?hala, Hawaii",earthquake,0.34,0.43,0.02,4,reviewed,hv,hv
2001-12-24T08:33:21.290Z,19.1445,-155.6558333,6.754,3.01,ml,36,98,,0.16,hv,hv5195830,2020-03-31T20:39:43.750Z,"9 km NNW of Wai‘?hinu, Hawaii",earthquake,0.43,0.67,0.17,10,reviewed,hv,hv
2001-09-11T00:33:06.300Z,18.8836667,-155.2481667,12.242,3,ml,37,251,,0.12,hv,hv5184622,2020-03-31T21:41:35.180Z,"40 km ESE of Naalehu, Hawaii",earthquake,0.84,1.16,0.14,16,reviewed,hv,hv
2000-05-20T21:27:32.930Z,19.3773333,-155.2423333,1.532,3,md,24,88,,0.12,hv,hv1287991,2020-03-31T20:38:03.880Z,"7 km S of Volcano, Hawaii",earthquake,0.31,0.32,,,reviewed,hv,hv
2001-09-18T08:48:05.990Z,19.7918333,-157.3836667,14.935,3,ml,33,292,,0.14,hv,hv5185398,2020-03-31T21:41:52.210Z,"Hawaiian Islands region",earthquake,2.44,16.43,,5,reviewed,hv,hv
2000-06-13T13:09:24.480Z,20.7331667,-155.8183333,18.819,3,ml,30,233,,0.11,hv,hv1289306,2020-03-31T20:39:21.610Z,"18 km E of Hana, Hawaii",earthquake,2.14,7.23,0.08,4,reviewed,hv,hv
2002-06-25T13:50:33.540Z,18.8996667,-155.231,11.609,3,ml,34,250,,0.13,hv,hv5229463,2020-03-31T16:06:10.090Z,"41 km ESE of Naalehu, Hawaii",earthquake,1.22,0.91,0.2,5,reviewed,hv,hv
2000-02-13T02:24:49.290Z,19.7861667,-155.5915,-0.496,3,md,13,108,,0.15,hv,hv1279428,2020-03-31T21:10:31.640Z,"26 km SE of Waikoloa, Hawaii",earthquake,0.57,2.16,,,reviewed,hv,hv
2001-10-24T09:38:22.980Z,19.3916667,-155.4888333,7.661,3,ml,39,33,,0.1,hv,hv5188589,2020-03-31T21:42:39.570Z,"20 km N of P?hala, Hawaii",earthquake,0.29,0.43,0.06,9,reviewed,hv,hv
2001-11-30T21:28:28.410Z,19.9878333,-155.5456667,5.132,3,ml,40,135,,0.14,hv,hv5192781,2020-03-31T21:43:33.890Z,"13 km SW of Honoka‘a, Hawaii",earthquake,0.57,0.68,0.21,19,reviewed,hv,hv
2002-07-22T00:45:35.610Z,19.3321667,-155.1313333,7.73,2.99,ml,40,112,,0.11,hv,hv5235581,2020-03-31T19:15:41.710Z,"14 km S of Fern Forest, Hawaii",earthquake,0.41,0.52,0.21,8,reviewed,hv,hv
2001-05-30T02:32:53.720Z,19.3811667,-155.0703333,8.468,2.98,ml,43,141,,0.11,hv,hv1315932,2020-03-31T21:54:35.690Z,"11 km SE of Fern Forest, Hawaii",earthquake,0.55,0.39,0.13,6,reviewed,hv,hv
2000-02-19T19:32:34.120Z,19.3261667,-155.2756667,34.079,2.98,ml,31,154,,0.12,hv,hv1280188,2020-03-31T21:11:24.970Z,"13 km SSW of Volcano, Hawaii",earthquake,0.75,0.98,0.07,4,reviewed,hv,hv
2000-07-02T04:11:47.160Z,20.2961667,-154.8543333,5.413,2.97,ml,30,254,,0.13,hv,hv1290472,2020-03-31T20:41:12.550Z,"52 km NE of Laup?hoehoe, Hawaii",earthquake,4.41,2.9,0.01,3,reviewed,hv,hv
2002-02-16T02:03:47.070Z,19.3026667,-155.2638333,30.7,2.96,ml,42,110,,0.1,hv,hv5203916,2020-03-31T17:40:51.050Z,"15 km SSW of Volcano, Hawaii",earthquake,0.64,0.71,0.22,12,reviewed,hv,hv
2001-06-24T02:09:43.030Z,19.9548333,-155.496,28.405,2.96,ml,43,161,,0.1,hv,hv1317624,2020-03-31T22:00:38.770Z,"14 km SSW of Honoka‘a, Hawaii",earthquake,0.6,1.27,0.15,11,reviewed,hv,hv
2000-06-18T11:44:37.570Z,19.0845,-155.4893333,29.105,2.95,ml,38,180,,0.09,hv,hv1289589,2020-03-31T20:41:04.270Z,"9 km E of Naalehu, Hawaii",earthquake,0.79,1.13,0.05,4,reviewed,hv,hv
2000-07-30T00:50:00.160Z,19.4416667,-155.3171667,2.424,2.94,ml,33,67,,0.13,hv,hv1292356,2020-03-31T20:35:26.630Z,"8 km W of Volcano, Hawaii",earthquake,0.34,0.53,0.27,6,reviewed,hv,hv
2000-05-21T02:23:02.900Z,19.0866667,-155.484,28.939,2.94,ml,25,180,,0.09,hv,hv1288011,2020-03-31T20:38:04.920Z,"10 km ENE of Naalehu, Hawaii",earthquake,0.75,1.24,0.15,2,reviewed,hv,hv
2000-12-08T02:47:39.410Z,19.7596667,-155.652,28.169,2.94,ml,41,83,,0.1,hv,hv1301725,2020-03-31T19:06:19.820Z,"24 km SE of Waikoloa, Hawaii",earthquake,0.45,1.07,0.1,11,reviewed,hv,hv
2002-06-22T12:05:16.050Z,19.3478333,-155.0693333,7.638,2.94,ml,34,181,,0.09,hv,hv5228855,2020-03-31T16:10:36.140Z,"14 km SSE of Fern Forest, Hawaii",earthquake,0.69,0.48,0.17,8,reviewed,hv,hv
2001-09-11T04:29:06.890Z,18.882,-155.2431667,12.132,2.94,ml,34,251,,0.12,hv,hv5184668,2020-03-31T21:41:38.060Z,"40 km ESE of Naalehu, Hawaii",earthquake,0.87,1.01,0.08,18,reviewed,hv,hv
2001-12-26T19:22:09.520Z,20.856,-156.3423333,31.79,2.93,ml,32,205,,0.15,hv,hv5196197,2020-03-31T20:39:47.800Z,"1 km SSE of Haliimaile, Hawaii",earthquake,2.9,0.6,0.2,21,reviewed,hv,hv
2002-06-25T08:18:50.590Z,18.9158333,-155.213,7.691,2.93,ml,27,255,,0.1,hv,hv5229431,2020-03-31T16:06:09.340Z,"42 km ESE of Naalehu, Hawaii",earthquake,1.06,0.68,0.23,6,reviewed,hv,hv
2000-11-14T10:19:33.400Z,19.3431667,-155.2635,0.472,2.93,ml,28,150,,0.12,hv,hv1300019,2020-03-31T19:25:38.610Z,"11 km SSW of Volcano, Hawaii",earthquake,0.25,0.42,0.22,11,reviewed,hv,hv
2002-10-19T04:27:25.660Z,19.337,-155.1228333,8.08,2.93,ml,28,181,,0.13,hv,hv5255317,2020-03-31T20:47:34.460Z,"14 km S of Fern Forest, Hawaii",earthquake,0.79,0.57,0.13,8,reviewed,hv,hv
2001-03-22T19:24:24.220Z,19.3445,-155.1421667,7.903,2.92,ml,40,100,,0.12,hv,hv1311409,2020-03-31T21:53:24.290Z,"13 km S of Fern Forest, Hawaii",earthquake,0.35,0.34,0.11,10,reviewed,hv,hv
2001-02-09T03:44:25.630Z,20.1866667,-157.047,42.161,2.92,ml,29,276,,0.18,hv,hv1306751,2020-03-31T20:35:44.550Z,"72 km S of Lanai City, Hawaii",earthquake,2.3,4.87,0.16,17,reviewed,hv,hv
2001-06-05T13:35:52.720Z,20.8753333,-155.6251667,3.728,2.92,ml,36,255,,0.15,hv,hv1316428,2020-03-31T21:59:14.390Z,"40 km ENE of Hana, Hawaii",earthquake,2.53,2.84,0.15,7,reviewed,hv,hv
2001-10-21T14:13:33.870Z,19.2021667,-155.5863333,-1.104,2.91,ml,38,89,,0.18,hv,hv5188282,2020-03-31T21:42:35.970Z,"11 km W of P?hala, Hawaii",earthquake,0.4,0.24,0.14,11,reviewed,hv,hv
2000-10-22T23:24:32.720Z,19.489,-155.3265,12.363,2.91,ml,41,54,,0.13,hv,hv1298306,2020-03-31T19:24:21.270Z,"10 km WNW of Volcano, Hawaii",earthquake,0.37,0.26,0.07,11,reviewed,hv,hv
2000-08-20T11:47:45.470Z,19.0833333,-155.4891667,29.9,2.91,ml,35,180,,0.09,hv,hv1293895,2020-03-31T20:36:30.240Z,"9 km E of Naalehu, Hawaii",earthquake,0.72,1,0.08,10,reviewed,hv,hv
2000-04-21T18:16:55.720Z,18.843,-155.2391667,10.046,2.91,ml,14,312,,0.09,hv,hv1285806,2020-03-31T20:58:03.720Z,"43 km SE of Naalehu, Hawaii",earthquake,2.13,1.48,,4,reviewed,hv,hv
2002-04-01T10:52:51.670Z,19.1848333,-155.6981667,5.254,2.91,ml,33,103,,0.14,hv,hv5212046,2020-03-31T17:41:05.200Z,"14 km NNE of Hawaiian Ocean View, Hawaii",earthquake,0.4,0.79,0.04,12,reviewed,hv,hv
2002-11-05T09:04:10.550Z,19.5256667,-155.2195,24.797,2.9,ml,35,69,,0.11,hv,hv5258095,2020-03-31T19:28:00.380Z,"9 km N of Volcano, Hawaii",earthquake,0.46,0.9,0.16,9,reviewed,hv,hv
2000-04-18T09:28:18.160Z,18.9653333,-155.7836667,15.218,2.9,md,23,283,,0.13,hv,hv1285562,2020-03-31T20:57:58.060Z,"11 km S of Hawaiian Ocean View, Hawaii",earthquake,4.23,1.71,,,reviewed,hv,hv
2002-11-17T11:53:40.290Z,19.2121667,-155.3263333,44.305,2.9,ml,36,177,,0.13,hv,hv5260276,2020-03-31T19:29:00.250Z,"16 km E of P?hala, Hawaii",earthquake,0.75,0.97,0.17,9,reviewed,hv,hv
2002-03-11T11:30:11.000Z,19.134,-155.543,30.772,2.9,ml,35,144,,0.08,hv,hv5208234,2020-03-31T21:55:40.690Z,"8 km NNE of Naalehu, Hawaii",earthquake,0.5,0.93,0.12,8,reviewed,hv,hv
2001-06-20T01:58:13.610Z,19.382,-155.2535,30.832,2.89,ml,41,82,,0.11,hv,hv1317407,2020-03-31T22:00:34.950Z,"7 km SSW of Volcano, Hawaii",earthquake,0.51,0.78,0.1,13,reviewed,hv,hv
2001-11-13T18:41:54.380Z,19.2408333,-155.0663333,47.096,2.89,ml,44,203,,0.12,hv,hv5190645,2020-03-31T21:43:09.620Z,"25 km SSE of Fern Forest, Hawaii",earthquake,0.84,0.94,0.09,14,reviewed,hv,hv
2000-02-08T17:15:05.820Z,19.3428333,-156.0501667,40.15,2.88,ml,33,266,,0.08,hv,hv1279049,2020-03-31T21:10:27.380Z,"21 km SW of Captain Cook, Hawaii",earthquake,1.18,0.83,0.07,5,reviewed,hv,hv
2002-09-11T09:00:28.390Z,19.7616667,-155.4358333,24.763,2.88,ml,35,76,,0.11,hv,hv5246526,2020-03-31T21:00:39.020Z,"31 km SSW of Pa‘auilo, Hawaii",earthquake,0.42,1.01,0.12,8,reviewed,hv,hv
